Rucsac: Solutie Random n-50 k-10000

Solutii:
V	G	Solutie

721	137	01011110110110101011100011100001000100110010101111

746	171	11111011101101110011000000110101101101111101000101

826	157	10001011010100001101111111101001011010110101000111

709	130	10000010001110110011111011000100011011010110010011

770	133	11001110001011001010101011100110111001000100111010

586	129	00010011111111110001001011000110000101100001111000

580	88	10110101010000101011000000100100101100011111000110

506	105	10100100111001010000011010101100111000000001010000

738	153	10111001101001110101001001101110100111010001110111

649	145	00001001101111001101110111110010000100101001010110

796	149	00111000001101110010111011111101111000011111001110

556	105	11011111110010000110100001001000001000100011011011

548	119	01001101100011000100000000010010011001111011100111

426	89	11110010110000100010110100000101000110001000010000

607	150	00010011111111110001110010101110101111000000010000

916	168	10010111011011011111101110110000011100000111011111

698	148	00101111001010111110111010010000011001011101100010

709	124	10001010101001011101000110001110101100000010110110

807	155	11000111110111011010001010101111100111011010011100

701	153	11000111110110001100101001010101110110110110100100

700	159	11110111111100010111011001010000010011001111111000

647	142	10001101101011011000100111000100111100010101100001

746	146	00110101000100111001101001111010010101111111110011

581	109	11111000001000010110000100001010100011010100111101

615	117	10001101010001011010110001010001101011000001001111

518	92	10011011000000000000010011100111000101010000011011

557	114	11100001001000110010010000110001010011110010001111

799	140	11111110000110001100001110010110001001111111111001

641	123	00100000110000010100011101011011111000110011111011

824	162	10101110111101010010101111111100100010001100110101

627	142	01110010100000101101111101100001101010001000101111

792	183	01011111111111100111100011101101111001011100101101

594	109	00100000111011011100000101000101011001101001011110

758	143	11101010110111011100000000010011001011110011101110

586	140	11101001010001010101110000011110110111001001110010

615	102	10101010110001011011000001010100010000010100101110

589	128	01110110110001110001011001100100011001001000111010

594	144	01010011111110110101011100101010001001011001000001

840	150	10101010111101011110010100101111011100011111001000

772	155	00111111011101011000101111000011101101011000111010

571	124	01000000110001011100111010110101001101000010000101

529	96	00001001011010001000100111010000010001010101100110

645	166	01010111101111010010011010010100010111110000001011

509	92	00000000010110010010100001001011111011010001101001

545	104	10100001001000011100011000001010011100111000101101

525	103	10100110010011000000010001001000011010000110101011

722	116	11110101010000111010001000111011011001110000101110

559	121	11100100001001110011111001000011000011111010101001

536	115	01001001010111110010001001111101010100011000001000

754	150	10000011001001101001101000110101111110110111110101

767	168	10011011010101110111110011110000100110111100111101

732	143	11110110011100101011010111110011100000111100101010

715	114	10011011110000111111000001100110010101011000011101

624	144	10101010100111101101011000101001100000111101010010

550	131	01110010001101110011101110010000100100100000011010

797	171	01111011101111001000101111101111101101000000010101

673	132	11110100010011101100100110110111100101001010111001

742	164	01010011110110010000101110100011001110111101011011

703	150	00000110001111001111011010111000101110000001101110

683	119	10111000000001010010010001110101010111011010100111

804	165	00101111010011001101011110110111010011111111001000

525	118	01111000001010010011010001011000101010001110110010

505	109	00101000101000110000011011001111100001111100011000

859	163	00111110100000010111111101110111000101100111000111

674	129	00001010010011011000101010111001010010000111101010

633	116	00101100010110011001110011001001011001001011101100

703	138	10101010011110011101010011010001010001100001111101

646	140	11111001101110001101010001001110010110101011111000

684	143	10110000111101001001111101001000101110101110111010

623	107	10100101010101111111000100000100001001001001011111

673	135	10000111010110110100111001110010001000000101110011

608	114	11001011011010001000100101111100011111000000001000

500	90	01000001010000101010010001001110001111000110101001

594	123	11010111100110110000000000001111000101101110010100

644	141	00101101101001100110000010111110001111101100011001

794	146	10110101111110111111000001100101011001111110010101

799	174	01100110111111000100101111001010011110010110111011

516	111	11100110001000001000010100010000101010111100010101

807	149	10001111100101011011101100000001011010111011100110

625	156	01110010101111110011111110100001001011011000000000

638	121	00010100100010101001101010101101111100111011000101

596	122	00110111111001000001100101011110000100000011111101

563	127	11001111001100110100010000010110010010010101011000

697	154	11101101100011101101000100110011100011101010000111

616	145	11111010101101101101000101011001100011101001011000

670	124	11011100000001011000010000011011000011110111111110

727	173	01011111001101110101010010001111110011101011111010

665	147	01101101111001100000101000011110010110111111111010

762	190	01011001111101110001111110111010100111001100101101

679	154	01100011011010011101011001110011110000111110000101

493	118	00100011000100000111111000100000010101101101101000

576	126	01100010110000111100000011011010100110111110101000

763	131	10010101010101001101100111101110101111000010011110

699	150	10011011111001000000110011111111101001101100101011

572	141	01011110010101110001010011101001000100010100000011

649	135	11110000110000001110110010110111110011101100101001

868	187	11111101101110000100111011111010011111010111110010

846	161	00110111011100001011111101110110111111100001101010

774	149	01111000111000011011110111101111001100011111100001

620	123	00111101011101001010100011000011000111111001100010

770	156	01111110000001111010111001000010100111001111111011

525	117	01010111000011001001000011100010001100001100101010

644	115	11010110110000100110001001111011100101010011110000

754	162	00101010111111110100010110110011100100011011110100

610	103	10010100111100101001110000100110010010100001011110

505	133	00000101101001010100110100000101101100101101001110

563	124	11001000110111001101010100001101101010111010011000

543	114	11010001010111100000110001001001011001001111101100

683	124	10110100110001100001101111111100011001100110101000

782	169	11100111010100010111111111010001001110010100101110

693	153	11111110001001110011101100110000110111001000001001

398	78	10001010001010000001110101000001000000101010110000

569	118	10010001100011111100101001010100001010101100101100

625	137	00000110000011111100110010010011111100011000101101

630	125	11010100010101100001100011001010110111010101010110

802	159	00000010001101111111110000101011111110011011101111

741	157	01100001101001110011000011110110111011100110111101

614	126	10010011010001100100010011000011110111101001011101

769	166	11100111101011010010111000010110111101101010110101

532	130	01100001000110010110011001110001011100101001000001

736	152	11000000000101010111011001111011111111111000010101

671	153	00111011101000111100010000110000111110101000001111

432	91	01001010100000000011100010000100011010001000100011

661	107	00010100000010011010000011100111110110101000110110

614	118	00010111001000101011010110110110001100010100010001

593	131	00000010101011011111111100000011010001011100011000

569	142	01000110100111000100011110010110101010010000110001

651	127	11011011011110101100010100011110000011001000011101

645	150	00000011111011010111101111011101101000010101110000

659	110	10001010101110100110010100001010011000011111000100

604	129	11100010111010000100010100001000011100010111111011

789	151	10011100101011011111011001101101011010110000000111

584	124	10010101000011001100010101011000010101001110110011

769	170	11101111100111110000010101110000010011110010001111

567	129	10111100110010100111100011010001100111001100000001

568	132	01110111100000111000001000000001101100110110110010

570	119	10100111010100010110000010101000110101101100010000

701	145	00100111011010101111111111111101101000010001110000

521	108	11000001010011001100011100101101010000001100010100

494	112	01011001001010010000000101101100000010110101111001

793	133	10111100001011001011001110111111001100010001011011

559	135	01100001101110100111101010011000001000111111110010

585	131	00101101100110100000001001101000100010100111111011

659	146	00111011110100010101011010001110000010001100101111

669	126	10110110000100110010101110001001100001011100100111

754	144	00100111000011011011001100101110101111010111010000

621	131	11000110110101101001100000000000000111110110110111

731	152	00101110011101000000110111110101101011111101010100

961	175	10111111100001000011001110111111011110100110010111

654	116	10101010010011001000001000100000010111011111110001

705	149	00110100001111110111000111110010100100011100001111

627	116	10000101100100000111100001101011010000100111111101

370	110	00100001100101000101100100000101000110001101011000

634	133	11111001001000000100011100010010011111011110010001

532	93	00110101010100001100011001001100011100011010010100

703	141	11000110001000011001111100100000111010001101110110

591	102	10100000000100100101100100110110111010111001101100

818	165	11101110101111011110001101001011000101011101011010

608	145	01000001110110011101110101000101111000101110110010

434	108	00010101100001010011110000000010000011000101110010

733	129	10111011010101101011101000001001111000000111110100

714	134	11010100001111110010011011101000011001110000110110

684	131	00011110001000111000110110111011100100010001110100

581	105	11010010001000110001011011100110000010010110000100

580	115	01000001111100101100000001111110111001010011000011

611	151	10110011100110111100010010011001100110001110000010

543	125	00100000101111000111010011000011011000111101110000

577	108	01100001000010001010001010110100110010100111011100

410	87	00100000111010100000101010001000111001010110000000

764	142	11111110000010111000110101000110110010000101010111

622	100	10101100010110010000010001000010111010100011011100

347	88	00010011111100000001110011100100000000001000000010

786	149	10100100010011100110110111111101010111111000110111

588	103	10000001000101010000011100001111001101001011000110

508	96	01010110011010100000000101001100101011100011110000

628	130	11011010000100001100100010011011101100111100100011

660	117	11011101110001101000111100101110001001011011011000

800	150	01011100011001101111101001011111011011111101100101

655	119	00010011010001101000001101111100010111001010101011

622	116	10110000100000010011111110010110100101010011110001

757	162	00101111100110100010010110111101010011101111010001

451	64	10000000001000000000010011000010010100110010111110

681	109	10010111110000101010011000011110100010001011111110

693	146	01000110110101010000101100111011011101100000000101

554	106	01001110010100101010110010011001011001100000011000

767	173	11100110111110001101111111010101100011110100001110

464	91	00010010001010100000111001001100010111011001000100

550	125	01001101100001101010000101011001011100110100000001

530	124	00110010111101101110010010100000100100010000100011

777	182	01011010101011110100101110111111100010111101111001

655	126	00101110111010101010001010000001100100110100110110

563	133	01110001011011110100001111110100101101001000010000

631	122	11110010011001100000010011001101011111110001011100

650	119	10110110010011111010001111010000100101010001000001

731	133	00100111010010001110011011000110010101101100110111

464	90	10110001001001111000010100110000001001000010010000

864	165	10011111111000011011110100111011101011111110011010

694	144	11111011011100000111100100101010101011011100001011

638	106	10011010011101100011001010000001010000111111001100

598	116	00001011000100001000010110100001011001000101111010

599	112	00101000010101010100001010000101011001111101000110

634	139	10100101111101100011010100011011010100110100100100

786	148	00001011001110011010100000101101010111001111110111

738	149	10011100101100110101001011100000000110100101111111

595	150	01100101110111101000110010011101010011110111010000

670	144	01000001000100011101111101111010110100111011001101

439	111	01000001101100010011100001111100000111000001000010

788	177	01011111111100101110011000111101100101110100100111

597	124	11000101011100001000101010101101101110001110000010

635	121	11011000001100001000100010111000101110100110011101

503	102	10001000110000010101101110001101101000000100101000

588	97	00001100010001000010110010111111010001000010101101

505	102	01110100010101100000011110000100000101101011000100

573	111	11000011110001001010010010010010011010111001010010

638	143	01001010011101101001111010011001010100100000010111

803	166	00111111111000001001111100011011011011001111111001

654	136	01110100001100100000011011111111010101010111001001

636	136	11000101101011010011011111101110000100000011100000

866	171	11011001100110011110111001110011010111110110000110

720	133	00101000100111101111011101110010000100001010101110

503	124	01100001110110110001000000010001010111100010000110

425	75	10000010011001100000011110000000010000000011100000

753	151	01011010101000010111100110011111110010111010010111

549	137	01000000100111010111010110010000010101111001001101

633	136	01010010100000110100010000101111010011011101101111

800	159	11010010000101011101011111110011101101110000001110

557	120	00001101100001010101101010010111001001001011111000

573	104	01001000010010000010001011100101100110011101111100

593	111	10100100010110110111000011101000101001000100110010

418	95	10110100001001000110110001000000010011001101000001

742	171	11110011101101111111110010010100001011001101100110

703	119	10100110000000101111110110001001011101100010111100

574	126	00100010110101110100101010010010101100010111000000

529	128	01111001011110000001100100010101110010111000011101

586	131	01110001000100100100000110110010110011111100011101

498	79	00001000001000001011010010110010000000010001110111

637	138	11110011010100110110110110001010110010011000111001

648	119	10010101010001110110111000111101001001000011100101

589	113	01001001011101100011001000001111001001010110100101

728	141	11001000110001110001010110110110010010100101110110

826	164	00101110001110100011010100011111111111111100100110

634	134	10101001011001110110100101000100100111101100110011

704	155	10100101101010110100001011011101001111011100100111

630	127	11001010010001110100010100001101111101110000101100

783	135	11100100010100011110001111111110100110011100011100

580	153	01110101001011010100101100010101100110010110001101

666	124	10100101010011011010001001100001101101100101100100

882	182	00111011101101111011110010100111011110111110011010

766	169	01011011110011110011001111101101101001111100110001

870	164	11011001011111011110001010000110101111111110111101

919	165	11001010111000110110100011101111111111110111010101

558	119	11001111000010010100101001111000010001111000010010

721	135	01000010101110111001001100001111010011011011010110

709	140	01101110010110110001101001111110110001011100010100

701	122	00001011000000001011101011011011111101101010110010

769	161	11101111011110011000010010111011010101001101000100

724	157	00110111101111000011100011111110111111010010001000

821	143	10100111010010111011011001110110011100111100111010

672	139	11000001011100100100111110001100010111101110101110

725	134	10000101001110101110110111010111111000010100110100

477	106	11000001001011101000010100010011010001100001100010

625	123	10010011010010100000110100111000111101101010101011

590	114	01111000001000000110111111010101011000111001010010

771	161	10010101011000010001111111111101110110010100011111

753	156	10101111110000111101110100100000001110110100101110

490	112	00100111000001011100010001011011000001100010000011

688	167	11111101110111111101010010010100010011110000010011

595	120	01100000010010011010011111100101100001010100100011

589	107	10110100000011001101011000011010010000110011000111

678	156	11100111011010110100011011111011100001010001100011

758	138	10110000111010100010011101100001111100011101110111

553	120	01111010001011101111110100000010101001000000001010

777	156	01101110100001111000000010011010011111111011111011

525	113	01000101011111000011000001100010010100111000110101

575	101	00100100111000010001100010111110011010000010011100

534	134	11001101101010010100101001011001001011010001100001

796	178	01111100011101001100111011111101110101001100101111

783	154	01011011000011001010010110100101110101011111111110

704	151	11010010100111000110011101100110101110101100001001

601	145	00001000111111100100010111110000101010011101101001

572	105	10010001001101101001100010101100000011000011011111

701	91	10111000010000011010100000110010001111101010011110

576	100	10001000100011001011100000111111000010110110011000

734	144	11111101000101101001000101101011010010011110100101

464	67	10001000011001001101001000000010000100001011010100

579	128	11010101110101100000111001100100111011110000000100

605	114	11101000010111110110100110101000001001100001011000

629	141	00110111101011001111111111010010000100001010010000

576	107	11110100010100101001100100010110101000101101001011

857	176	00101111110111001100111101101111101110100010101100

644	124	01000010110000111101001000110010111100010001100110

770	174	11111001111111000111100111000101111111010001010011

651	135	01001111000111111001100110000011010000110010010100

693	134	10101011101100010110000001011001011010010010100111

718	122	00001110101010011010011110000010001010000010001111

586	121	11010101010111000100000111000000011000101111010011

669	128	10100101000111101000010101110011010001011010111011

557	142	01000101000111100111110111001000010011000110000011

644	114	10010100100010100111011001110000010001111111001110

659	136	10111110110001000100110111000101000110011111001010

560	124	00000111000001100001000010000011111111100010101011

718	138	11010010110111000010110101101011110000111011100101

519	109	01011110010001000000001110000101100100110100001100

625	116	11010001111110101000101110101110000000100001111010

480	93	00000001011000000001010110101110100101111000011110

739	139	11110110101101001110000011111111101000100011001010

831	149	01001010011101101100011100111111011001010110010110

555	92	00110000111110001010001111010000000000110001111100

537	105	10100001100010100011010011101010000010111111000010

802	154	10110000110011110110111111101011001011111001100011

722	149	11001101010110111110011001010000110100110100001111

667	116	10000100010101110000001010101000111110101011000110

551	127	00000100001110000101111000111010100011111110000101

571	96	10011110000010010000010110101100000001111000001110

694	108	10001110010001001110110010111110001101011010001010

576	159	01101001100111110101010000010111100000111111111001

789	166	10011101111111000110111001011000011111111101000110

830	176	11101101011110111101111011001111011010111101110000

772	143	10111111001100011110011010001010111001001100010100

714	142	11101011001000101101111010110111001000010011101011

633	137	00000010101110101110110110001101100110010110011010

615	106	10111000100010010010010111111000001000101011010001

741	147	00110110100010101101111110101111010011010010100010

530	129	11011100000011110001110110001001110100001001011000

721	145	01001100011111000101011111100110000010111011110101

594	119	01100000011110101011111111010101010101000010000000

482	110	00100001100000000001010111100011101001110001111001

462	92	11111001010100001100101011000100010000101000000001

552	125	00100010000010100111101111010001100111100000101001

732	148	01110101110001001100011011111011011101000011011100

730	150	11111100100111000011000001010010011111010101110011

609	121	10100001100011011101001010101011011000101010011000

696	126	11011001010011100111001111001100001100100111011010

628	117	00100011000111001010101011101110010010010000010011

736	129	10101101100001001011111011101110011001011000011101

551	112	00001010000010011000110100010001011001000101110001

754	150	00110010101010111110011100011001001110110110000110

546	133	00010011000111000101100000101011101100001101100101

667	146	11111111101001001110001010101101100100011001010010

565	132	01110110110101101000001011011001101010000000011001

729	144	11111000010001000000111010110100111011110100111111

435	89	00111111001000001001101001010000000001101000001100

517	114	00101001100110110010000111000100100011000000100011

578	127	11010000111111001001101000010010110011010110101000

613	108	11100010000100000100000011011111011000101001101111

697	125	00111101100100101110001011001110100001010101110110

787	164	10101001111101111101011010100111110101100010010010

841	191	01111100111011111101110100111010101101001101101111

793	180	01011011100101011101101110000110110101100110101011

635	141	00010001101110010001101100111010101010100110000101

594	139	01000111010001101000010101101011100101101101101001

598	125	01010000110110011100010011000101101100011011001111

746	133	10011010011011000110110011111101000110001011110110

710	161	11101011000101001101110010001011111110111011110000

595	122	01010110011100000011110010011010011010000101011010

802	167	11011101101111000111101011110110101100001001011111

827	134	10100110001000001111101110101011011001101001110111

743	135	11001110101110000011000010010010011011100110010110

611	146	00101101100101100100010010111111110001101100001100

594	106	10010000000001001111001100010100111110100100010010

790	151	11101010001100010110011100111111001100101111000001

500	109	10100100100010100101010010101100101011010011001001

564	119	11010011101010011000000010110100101001111001011010

599	143	11110111011000100101100100110000101010101101111001

673	144	01001010001111101010011011111000000010110100100101

480	89	10010100101100110100000000000111000011001010000101

652	112	00000100011100000111011011000010011101110001011111

735	145	10010010010111100111110101111101000010110100101111

821	153	11111010101100110010011101110110100001000111011011

640	121	10110110101100010010000011010111101100010101010000

679	132	00001101110110100100011100100110011111100000001100

751	132	11001110101100001000000100111110011010101011100011

650	142	01000011101010100011110111000010111011100010100101

632	154	01101001100101110010101101011000111111011100000000

585	148	01100111111001110001101001111001000100100001110100

520	102	00010011010101001110001000000001000101110100001110

559	104	00100011011001101000001010000100001001111111011011

546	112	11000001110111001000001011001111100010100001001100

668	177	01111101110011110100110011100001110110000110100010

511	116	11110001011010101000111000011001100000111111010010

390	100	00100100000111110100100111110000100000001000000000

736	154	11000111000000000101111011101010110010111111110111

896	155	10111010110100011011101101111111100010110101010101

579	107	10100110110010001011000110001001001100100100110000

732	154	01011000101010001100111101001010110011101101111111

677	114	10100010111001001011011101000010101011000011011010

734	128	11010101010010011011000111100101101010110001111110

620	111	00000011111010111110001011100100001001011010000011

810	154	10100111001110001001001111001101101111110011001111

691	156	00110110110110110101111111000100110100110001101010

671	141	10010100101100011000111111001001101100001100101101

617	119	00010010011011000000101010011111101101000001100111

649	124	10000010110010010001100100000010101111010101101111

523	117	10011000101111000001111000010001001110000010000100

784	158	10111010101110010011011010111011100100010101011100

637	123	01101110000110110010001000000010110110011011111000

505	105	00010000101100100001110011110110101010001011101000

721	143	01111111000000001000010011110011111101010001101110

736	143	11110000011010001111010111010000111010110100111111

507	111	00101001001000100001011000000011010111100100011100

679	140	01010101101010101000101101011110000101100101110111

643	146	01101010101100011100111010010100111101011010010000

1006	191	10111100111101111110010110110111111011110110101011

650	137	01111101010110100011111000011110000111101000100110

700	144	00101010001011010100101100100101000101110110100111

577	138	01110011111111010000001101101100100001100000100100

910	176	11111010101101101010010111110011101100100111100101

688	112	10100110010100011010111010110100001001111001000101

598	126	11011100011100011011011000011001100011110001101000

577	142	01010001000101111100010010110101100110001011111010

639	119	00100010100100011111110011101110110000001010100100

720	121	11111000010101001111001010000111000011110011101101

645	144	01101010110100000101011101000010100100111110111011

484	105	01100010001100100100100110001010110000011011000011

560	127	00001000110011011011100100011101100111000100001001

695	124	11111010000100111100101001110011001011100010000000

688	134	10011110011101011101010010000001000001011110111110

737	143	01010111010011101010101001111111110000000101110101

764	162	00111110001111110010011010111000111001101001111001

741	149	10100010011100111101110011111001011101000110010001

641	136	11101000001101011100101110000100100100111101101100

676	148	01001011011111011001000010010011011001110101010010

786	148	10101011111011010110110100100010001101010010011111

598	141	10011011001111010000010000001000110010011101100111

495	95	10001101011100100101001001000000100000000110101110

743	146	10110111100001110000101111001110110101000101011100

597	107	01110110010000000111101111000110100000010000110111

740	152	00101011010101111100111110100011000110010011000010

453	109	11001001100001001101000110010000001000101101101000

779	156	01111110011111111010111010100000001001111000111101

512	109	00100001000000100011111100100100110100001100110101

682	142	10110010101010110011010110101001110010001111011000

520	94	00101110000010110000101000110010010000000011000001

503	97	00001000011001000010111100001011010101011000101001

571	127	11001001101110010001010010000100001011001011001111

723	129	11011010111000010010101011001110101110011001011011

604	124	00011001010010100001111010111100101111110010010010

576	125	00100010110101000100111100001111101001101001101010

760	162	01011110101000111101001111011001000101000111100101

681	134	01101111000010111010010111000010011100110001001001

482	73	10100001011001001010000110100100001100001000001100

580	133	00100101001001100001011110000010010111101100110100

624	134	00111011101010101000000110001011100111000111001000

654	141	01011101100110010000100111011101011001010001000111

688	143	00011011000011011001000101010001011101110111101001

673	114	10101010010001001010011100001010111010011101001001

455	94	01110100010010011011110000010001011000110010000000

891	161	11011100111101111111001110010111011000010001100111

526	122	01000011001111000000100000011011001010110110111100

519	117	01010110111111100001000010010010001001011000010101

599	131	01101101110110010000011011001110000010101010110010

666	149	11010010001111010001011010101010111100000100010010

602	135	11110001001110011101000110011111000010000110001001

606	138	11001000110111001101110110100000010000111101100010

654	117	10101000100011101011001011001101101101010010001011

639	124	01000100000110101000111101111000101100101010110110

669	135	11110101001110001111010100100011101001010011101010

729	134	00101011001101000011011101101010010100111010011110

713	130	10101010110001001101000101111111100011011001010101

559	100	10110000001111001100000101000101101010111011000100

542	94	00010010110100100111100001001110011000001101100010

766	170	00111011011111011000100110011000110101101100101111

753	149	00100111001111001011101100110100001110110111001100

695	138	11111110101100011110010101110000000000011000111101

753	152	00001000000010110100011111111001111101011101110101

899	154	00111100110011101100101111110111011001110010101111

456	118	00100001111001001101110100000001001101100110010000

663	133	11101000000110000100110010110110010111111001000111

791	162	01100111110101101011101101011011101100110110011100

786	168	01111111110010010100001110101110101110101110000010

731	164	11001100101111101101011010101100111011010000100101

560	106	11001001001000100010111001001101110000010110101110

744	141	10110111010111111101000111001010010100110011000010

553	138	01110001111110110110110001010000101001101110010010

714	139	01101110110000110001010111000010011111011010100100

685	134	10000111111001011001110001000110001111001010111101

721	134	11101111000000010111101100001010111000110111000100

571	129	01001110100111100000000001101010001111100000101001

542	120	01110001001110011011100101111000100001010001100100

478	108	11001001100100010011100000001100000001101101110011

654	134	01011000101000111111000110000010101110000110110001

496	109	00000001110000001101000110010001100011111010100111

802	184	01010011110110011101111011110101111101110100011100

536	130	11100110110101010001001101000000000100101100101001

524	112	01101000011100111100011000011000010101001001000100

817	157	11100110000111010111011111000110001011000001110111

577	131	01100110000111010111000110001100001110000001111000

570	126	01110011010101011100000011100101010011001010100000

659	119	11001001111100101111001001001000011010010011111010

493	109	00111100001011010001100001001010110001001001010011

546	103	10010000111111111101000100000001001000111010001100

670	119	10000011001101000110101101101101110000110010011110

522	115	11010111010010110000000011001011100111010000101000

703	131	11000100000110001110000110010100111110011110111011

641	164	01101011101010111100110010001011010100011101110001

768	164	11110011010101111110101110011001010101100100100010

674	154	01110111101111000110001010000011001101000111010010

607	122	10001101001101100001011010000100111001110011001101

651	137	01011111011101101001101011011010101000100000101100

648	154	10011011100111010100010000100000000110101100111111

714	139	10001011001101011011111010101011000000101110010010

563	127	00010111101111101000001000010100010100011110111000

590	132	01001101100100011000010010101100010101100101010100

621	131	11100100111100101011000100010001111101110100101000

553	117	01100010110000101110101000110000000011100101111001

663	107	11111010000101101011000100111100010000101010010100

542	116	00010100101011000101101001110110000010100110011010

568	110	00111100010100011100010000010100011111110001010000

658	132	00011111010001110010011100010011000010010110110001

740	140	11100110101000101110011011111110101001001101010010

326	88	01110001011011000001000001001000011001011001000001

654	151	01100110111001110011101110010000110010011011110001

723	167	00101101001111010101011011011110101000101110111011

672	104	10101100001001101010100111001100101110010011010100

673	148	01101101011101011101101010000110100111011011001100

665	131	11001011011100110001100011010011000010101011001111

753	115	10011000001110010010101111100110111100100010000010

696	131	11101000101011001100011001001110011000000110101111

484	97	01101010010001010010010000000101101001001010110010

601	122	00101001000001001111001011001001111001101101011010

705	164	00110101101101101000010111011101001110101100100111

628	98	10001110011010010001001001100011001000001000110110

619	102	10010001000001100011000110111101011011110010001100

645	123	11011100000011101110010010100010001110000001100011

795	175	11101111000101001101111101110001111101010011110000

586	144	01000111001100101111111001001001011010000100101001

673	113	10111000010001110001001001001011110011101010101110

444	94	00001000110000110001100101100011100001001100000001

669	135	10010010100101001111010110000111100011101110010001

671	131	00011110111001010010011100101000101101000011110000

806	146	10011110011011110011100001001111111111010001011011

730	137	10111001101111101010001100110001001001000111111000

723	158	11110011101100110000010101101010111110010110000010

813	151	01001010111000111110010000111010010111100011110111

581	129	01110110001111100000001011000000010101001000110111

710	135	11101110010111100101011100001110001001101001110100

496	90	11000000000000110000101100100100101111001000101100

788	150	01110010111000011111111001111110010100010111101100

456	93	01000010010000101000010011100000110000110110101001

579	112	00010010100000010101000101000110010110110110010011

610	121	00000011010100111011010011001010110001011101111001

563	125	00000101000111100000111001101000011011010100100110

721	159	01000110100100110110110111101001110010010110011101

739	134	11000110110101001010000001011110100110110110110111

649	118	10101100111110000110010100100011010010010000110100

737	129	10111010010000110011110000001011001110011101110111

728	123	11101100000010101010101010101100001111001110100101

700	151	11111101111011110010010101111011100100010010011000

585	121	10111111001110101101000100000100100001101010110001

788	138	10111010100101101110000110001111001111111000110010

822	148	11011000110101011010001110101101010100010111101011

775	145	00110110001011101111010011110010101010101011110110

579	114	01010000000101001111100011000001001110110011001111

825	181	01100110101011110011011101110101011110110001000111

645	137	01101010111011001001101010100000010010011011101101

890	149	10101111011110001010001100101101011100111101110110

748	157	00011110010011011100011101001001100110100111011011

598	118	10110001110110010001010100011100111000101011011100

662	139	01101100000001111100110101100010001011011101010011

604	128	01111001011110001000011110000100010110010011010001

492	115	01000001110101100110010111010010100100000011000010

856	177	01110010110011010111101011111010111101110100110110

598	126	01100011001001001111101001110100110100100010011100

408	85	00110111110000000001001000101110000000010000110001

554	109	11000110010110111110010100100100100001101000100000

756	127	10011010100100101000001011101011101111001000100110

580	107	11000110100110010010101100000000000010011010110110

717	164	11011010111010001101111000111101101100111100100011

800	163	01001110000111011110101110101000011110000000111011

610	122	10010011011111101100000000001101111010001000010111

649	122	11110000110110100011010000100111011111010010010001

665	149	00001100110011010101011010001000010110011111111101

653	150	11111001101000011110111010000001100011000110100101

633	119	01001100110010111110001100000101001100001110011001

722	151	11010100101110100110011110010110110110111100001100

707	178	01110101000011110101011100111111101101001100101011

605	102	11101100001000011101101011000010010000000011000110

583	120	10001010100011010011011000011000000101011111001010

600	136	10100110111111000011010111100001000010111100001000

599	116	11001100010100011101001000010011111100101001001000

512	102	11101010000010000001111010001010000011001000111100

783	162	10011101101110110110011011001011000111110000100111

760	156	11100111101000101111010111110111000101111010001011

839	177	01101111100001111010011101101100101110101001101111

714	144	00011101100001011110101010101010101101000110001011

652	139	10011101110001110001110101110011101010011000011010

644	131	11111111010001000100000111011100111011000010101000

581	96	11101110010000000000001101000000011100010000100111

579	122	00101100100000010001101110000011101100000001110011

699	142	10000000100111001000110111011111110011001100111101

605	111	10110001010000001101010100111010111010001010010011

781	146	00011011010111101100101011000111101110010111010100

732	140	11111110111110100000000101100101100111001011011100

632	127	00011110111110011011100111000000100101010001000010

688	157	01100110000111111101100100110100101101101110001010

891	170	11110011010101010111001100111110011111001111101010

717	144	11110011000010001011000110111011110010001101011011

601	115	11001011100000010000001110001110110100000000111100

837	170	11101110101011011100111000111110101000111111001110

552	93	00000010000001111000101101010101010001010010001101

717	139	11111110010011101010110110101000100110001010000101

468	106	00000100011001101101100101010001110010011001100010

442	72	00111100010011000000000110100110001000100000001000

717	166	01110001000111110001111101111101101010011011001111

599	127	01001010000010010010100111010001100101101101111010

771	136	11011010010100011011110011000101110010010011110111

783	164	01100010110111011100000110010100111100110111010111

