Rucsac: Solutie Random n-10 k-10000

Solutii:
V	G	Solutie

133	30	1011000101

109	23	0111101000

157	30	1011110010

75	19	1011000000

112	25	0111110100

162	38	1111001010

107	23	0110000101

136	22	1010100010

141	27	1110001001

119	32	0101011110

47	12	0101000000

218	45	0111111111

206	44	1111111110

99	14	0001110001

12	5	0000011000

222	38	1110100111

103	19	1001010001

192	33	1001100111

44	17	0010011100

219	37	1101101011

68	17	0001000010

143	26	1000011011

155	33	1111101100

109	24	0110010101

158	33	0111101010

204	38	1001111111

72	18	0010010010

80	21	0010001010

116	30	1111010100

160	23	1101100001

189	34	0110110111

107	23	1010010010

148	23	0010100011

41	4	0000101000

208	41	0111110111

65	11	1100010000

77	20	1011010000

82	22	0010011010

70	17	0010000010

126	28	0001000111

108	15	0100100010

204	38	1001111111

174	28	0101100011

82	11	1000000001

200	30	1100101011

115	27	1001011010

149	36	0011010111

93	22	1101000100

117	27	0110001101

139	27	0101111010

85	23	1011001000

148	25	0000101111

127	18	0110100001

134	33	1011001010

86	20	1100011100

166	26	0100100111

57	10	0000001001

82	22	0010011010

62	16	0000010110

120	26	0001101110

91	25	0011010010

82	15	0100111100

129	21	0100111101

66	17	1001011000

106	23	0101011001

206	38	1010111111

147	24	1010110101

183	36	1101101110

59	14	0000001010

73	17	0001111100

186	33	0101111011

155	26	1011110001

171	39	1111001101

176	28	0110100011

134	24	1111100000

129	19	0110110001

89	24	0011000010

106	15	1100111000

89	24	0011000010

136	34	0111001101

205	39	0111101011

83	23	0010010110

139	27	0101111010

140	33	0010011111

95	17	1000010101

139	29	0011101101

81	19	0010010101

218	45	0111111111

145	29	0101010011

95	23	1101010100

79	24	0111000100

218	45	0111111111

62	18	0110010100

98	21	0100011101

72	11	0100110100

153	32	0101001011

68	6	1000110000

137	20	0000101011

212	46	1111010111

100	18	1010110100

251	49	1111101111

126	30	1011010010

114	27	1001000110

123	25	1100000110

96	17	1001100100

113	26	1001001010

82	11	0000110010

131	21	1000000011

98	17	1010100100

128	24	0011101001

191	32	1001101011

136	30	0011000011

106	21	1001101100

133	30	0011110110

145	35	1011011101

119	28	0110011101

72	20	0000011110

138	23	0110100101

98	21	0100011101

162	35	1111011001

103	26	1101001100

172	28	1101111001

169	31	0011110011

139	29	0011101101

143	34	1011001101

125	27	0001001011

111	24	0111111000

145	28	0110000011

173	38	1001011111

197	36	0111110011

97	16	1010101000

124	33	1111001100

42	5	0000100100

126	28	1010011101

107	24	0101010101

124	27	0010111110

142	29	1101010101

111	22	1001001001

162	23	1110100001

143	34	1011001101

142	28	0110110110

96	18	0110000001

124	25	1100011010

121	32	0110011110

93	16	0000110110

109	22	0000010111

107	17	0001101001

97	13	0001100001

101	18	1001000001

146	23	0001100011

96	11	1100110000

100	26	0011010101

104	22	0101001001

183	34	1111100010

194	36	1111110101

65	17	1001000100

82	11	0000110010

105	22	1010000010

72	18	0010010010

47	10	1000011000

103	18	1010000001

91	29	0111011100

96	20	0100001101

124	28	1001011101

84	18	1101010000

112	25	0111110100

130	28	0011101010

185	33	0101100111

193	35	1111111001

82	19	0011100100

137	23	0101111001

142	26	1000000111

63	10	1100000000

111	28	0110010110

119	31	0110001110

123	21	1101101000

112	34	0011011110

60	18	0101010100

87	20	0011000001

146	33	1110010110

230	40	1111100011

197	36	0111110011

112	34	0011011110

80	14	0100101100

149	28	1010110110

62	11	0010101000

183	31	1111110001

150	24	0010110011

108	12	0100110001

131	29	0011100110

138	27	0101100110

192	44	1011001111

92	17	0110111000

173	29	1101110101

148	26	0111110001

91	12	0000110101

156	27	0001101011

135	28	1110010010

117	24	0001010011

143	26	1000011011

150	28	1001000011

75	21	1001001100

136	22	1010100010

185	37	1101111110

187	45	0111011111

148	26	0111110001

181	30	1111100001

86	16	0100000101

106	21	1001101100

126	28	0001000111

152	30	1000001111

91	26	0010001110

136	23	1001110010

124	22	1101100100

136	32	0001001111

89	20	0100011010

136	30	0011000011

222	39	1101110111

129	25	0011100101

145	27	1001100110

222	50	1111011111

51	19	0011000100

75	11	0100000001

222	39	1101110111

82	11	0000110010

120	22	0010101101

165	30	1011111001

127	22	1110111000

118	28	1010010110

44	17	0010011100

127	16	0000100011

202	39	1111101101

176	32	1110111010

224	39	1110110111

165	34	1010010111

145	38	1011001110

174	32	1101111010

176	35	1011111101

115	27	0101001101

138	27	1110111100

169	32	0010101111

172	27	1110101001

136	26	1110101100

211	45	1111011011

177	33	1110110110

164	27	1110100010

71	16	0001101100

159	26	1100000011

119	28	0110011101

114	24	1001010101

42	17	0001011100

83	19	0011111000

89	11	0000100101

162	33	1001011011

160	34	0111111010

151	20	1100101001

31	12	0001011000

77	12	0100010001

166	36	0111010011

124	22	1101100100

178	33	1101000011

126	30	0111000101

138	23	1010110010

80	10	0000100010

94	18	0101000001

115	18	1101110000

157	31	1010101110

180	34	1101010011

139	21	0000111011

195	33	1010111011

148	26	0111110001

164	35	0111000011

148	27	1010111010

115	29	1111011000

150	28	1001000011

114	24	1001010101

150	31	0110101110

157	22	0100110011

90	14	0000101010

131	27	1101000010

47	6	0000000001

85	12	1001100000

136	26	1110101100

107	24	0101010101

174	28	1110111001

148	25	0000101111

142	28	0110110110

161	35	1111000101

176	30	0100101111

120	22	0010101101

67	17	1010000100

127	22	1110111000

70	19	0000001110

58	17	0101000100

165	34	1010010111

157	30	0111100101

155	33	1111101100

166	31	1011110101

64	16	1001001000

97	21	1000010110

47	10	1000011000

58	17	0101000100

79	18	0010000101

120	24	0011100010

124	21	0100000011

121	32	0110011110

124	33	1111001100

185	29	1010110011

148	26	0111110001

219	37	1101101011

52	19	0011011000

78	6	0000100001

59	17	0101011000

123	15	1000101001

129	29	1011111100

167	34	0111101101

88	25	1011010100

99	28	0011001010

74	15	1100000100

106	11	0100100001

101	20	0111110000

162	35	1111011001

146	29	1111111000

90	11	0000111001

85	23	1011001000

126	34	1111011100

60	15	0000000110

108	12	0100110001

160	28	0010111011

140	24	0110110101

138	27	1110111100

68	19	0111000000

155	33	1111101100

204	40	1111111101

146	27	0101101101

124	25	1100011010

62	11	0010101000

143	17	1100110001

127	28	1011101100

115	12	1000110001

149	36	0011010111

109	21	0001101010

63	13	0001110100

154	35	1111010010

147	24	1010110101

80	18	0010011001

70	10	0100100100

213	40	1011100111

135	28	1110010010

129	28	0010011011

185	29	1010110011

190	26	1100100011

120	21	0011110001

118	24	1011111000

162	24	1101110001

101	16	0000111101

194	34	1001110111

97	21	1000010110

32	13	0001010100

118	19	0100101010

109	24	0110010101

197	36	0111110011

147	31	0100011111

194	34	1001110111

81	25	0111010100

89	21	0011010001

103	20	1000001101

106	19	1011100000

114	23	0010110110

167	34	1011111010

161	33	1001000111

185	36	1110101110

161	35	1111000101

157	31	1010101110

150	32	1101001101

120	22	0010101101

138	23	0110100101

115	27	1001011010

62	12	0001111000

166	34	1011100110

151	20	1100101001

143	34	1011001101

124	22	1101100100

177	41	0111010111

79	22	1010011100

112	20	1100000010

158	28	0001111011

82	17	1101000000

61	6	0100110000

92	23	0011101100

136	34	0111001101

171	39	0111111110

80	18	0010011001

141	31	1101001010

114	21	1100010010

60	11	0001101000

96	18	0110000001

186	33	0101111011

47	10	1000011000

126	31	1010001110

104	22	0101001001

111	21	0010101010

78	6	0000100001

68	13	0010000001

129	28	0010011011

89	23	0001011101

113	11	1000100001

157	28	0001100111

70	22	0101011100

101	18	0001110010

108	29	0011001101

86	24	1011000100

155	21	0100100011

83	19	0011111000

199	42	1101001111

91	18	0101110100

162	25	1100101101

143	32	1101011010

81	22	0010000110

194	33	1010100111

138	27	0101100110

40	10	0100011000

113	28	1111001000

141	31	1101001010

118	22	0001101101

165	25	0100101011

115	15	1000100010

98	24	0100001110

187	34	0101110111

98	19	0110010001

58	17	0101000100

91	25	0011010010

66	5	1000100000

131	25	0100111110

132	29	1011001001

80	24	0111011000

148	28	0101111101

67	18	1001010100

78	10	1000111000

172	28	1101111001

146	27	0101101101

100	25	0100011110

202	35	1011100011

70	14	0010010001

203	32	1100110111

191	38	1110000111

126	23	1101110100

101	18	1001000001

120	22	0010101101

165	33	1011101010

148	28	0101111101

130	29	0010010111

113	11	1000100001

121	21	0100110110

134	18	1010100001

111	24	0111111000

132	18	1001100001

161	29	0010110111

148	35	0011011011

74	15	1100000100

80	21	0010001010

140	22	0000110111

40	14	0011000000

165	40	1111010110

125	16	1000111001

160	34	0111111010

80	10	0000100010

94	19	1000001010

71	14	0011100000

32	12	0010000100

221	38	1101111011

125	19	1000101010

168	38	0110011111

115	23	1010011001

206	38	1010111111

144	29	1110010101

115	27	0101001101

152	29	1001010011

124	31	1001001110

148	23	0010100011

188	39	0011101111

144	29	1110010101

128	23	1110110100

136	26	1110101100

28	5	0100000000

126	22	1110100100

101	18	1001000001

150	26	0000111111

174	28	1110111001

99	19	0111100000

63	24	0011011100

108	23	0110011001

110	19	0001110101

110	24	0111100100

51	11	0000010010

115	25	0111000001

185	29	1010110011

32	13	0001010100

112	34	0011011110

59	11	0000011001

240	44	1111101011

70	16	0000011101

192	27	1100110011

45	9	1000001000

59	5	0100100000

147	31	0100011111

159	28	0010100111

193	33	1001111011

148	31	0101101110

129	34	0111011010

157	28	0001100111

72	18	0010010010

136	32	0001001111

112	34	0011011110

129	24	0100101110

94	24	0011111100

211	35	1100101111

183	30	1000101111

91	25	0011010010

148	29	0111100010

204	43	1111101110

136	24	1000101110

49	13	0101010000

81	22	0010000110

144	28	1111101000

183	28	1010100011

138	35	0111011101

159	28	0010100111

100	29	0011000110

98	17	1010100100

114	29	1111000100

155	31	1001101110

144	22	1010101001

128	28	0010000111

156	27	0001101011

173	43	1111001110

75	15	1100011000

61	6	0100110000

126	30	0111000101

136	25	1111110000

31	11	0010001000

119	32	0101011110

147	39	1011011110

128	23	1110110100

137	35	1011010110

120	21	0011110001

145	35	1011011101

107	25	1000011110

105	15	1100100100

89	23	0001011101

225	45	1011111111

62	18	0110010100

121	21	0100110110

79	24	0111000100

106	23	0101011001

90	21	0100010110

95	16	1001101000

162	23	1110100001

109	18	0001111001

71	14	0011100000

154	37	1101011110

88	10	0000101001

150	28	1001000011

114	29	1111000100

115	27	0101001101

143	26	1000011011

241	45	1111100111

49	7	0000010001

77	15	0100000010

200	30	1100101011

119	30	0111010010

133	26	1100011101

183	28	1010100011

116	27	1010000110

88	20	0100000110

21	9	0000001100

145	35	1011011101

155	33	0101011011

182	40	1011000111

122	24	1100001010

78	21	0001001010

59	5	0100100000

62	11	0010101000

78	12	0101100000

176	40	0111011011

96	18	0110000001

68	19	0111000000

122	25	1011000001

95	16	1001101000

68	15	0000001101

169	30	1100001011

200	30	1100101011

133	26	1100011101

180	33	1110000011

154	33	1110011101

146	27	0101101101

124	29	1011000010

54	12	1001000000

101	18	1001000001

107	25	1000011110

127	22	1110111000

96	20	0100001101

64	16	1001001000

51	15	0100011100

172	25	1000101011

193	35	1111111001

135	30	1100011110

141	16	1100100001

137	27	0100010111

103	19	1001010001

159	34	0111100110

108	18	0001100101

91	23	0010011101

114	27	1001000110

174	28	1110111001

119	20	0100100110

117	20	1100111100

95	17	1000010101

53	20	0011010100

60	18	0101010100

113	22	1010001001

117	31	0101001110

68	15	0000001101

96	22	1110011000

185	33	1110111101

190	37	1110001011

71	14	0011100000

77	10	1000100100

127	20	0100101101

124	22	1101100100

175	27	1000110111

162	24	1101110001

164	30	1011100101

120	22	0010101101

147	35	0011000111

196	34	1010110111

164	28	1101110010

195	35	0111100011

138	31	0011010011

42	17	0001011100

187	34	0101110111

58	11	0000000101

221	37	1110101011

67	18	1001010100

189	38	1101000111

101	20	0111110000

154	33	1110011101

147	27	1010100110

101	17	0010100010

171	31	1100011011

164	24	1110110001

111	28	0110010110

185	33	1110111101

155	32	0110001011

164	22	1000110011

60	12	0000010101

127	22	0101100010

56	13	1001010000

171	39	0111111110

151	20	1100101001

103	22	1001000010

188	39	0011101111

146	26	1010101010

98	23	0101010010

124	25	1100011010

187	37	1110111110

120	22	0010101101

115	18	1101110000

128	24	0011101001

109	24	0110010101

42	5	0000100100

69	9	0100101000

106	26	0101001010

172	28	1101111001

70	16	0000011101

186	33	0101111011

140	24	0110110101

95	22	1110000100

130	35	0111010110

70	10	0100100100

157	31	1010101110

29	11	0001001000

174	26	1000111011

158	33	0111101010

105	15	1100100100

134	19	1001110001

213	36	1100111111

164	27	1110100010

191	39	1101010111

66	16	1010001000

99	17	1010111000

143	26	1000011011

113	22	1010001001

159	34	0111100110

119	25	1011110100

157	34	1111111100

122	27	1001001101

163	34	1001010111

164	27	1110100010

138	23	0110100101

60	18	0101010100

72	18	0010010010

120	24	0011100010

163	34	1001010111

150	28	1001000011

163	39	1111000110

126	22	0100010011

164	22	1000110011

33	12	0010011000

169	38	0111101110

108	15	0100100010

141	28	1101011001

174	31	1110101010

105	26	1110001100

96	11	1100110000

120	23	0001111101

78	10	1000111000

145	29	1111100100

138	23	0110100101

70	22	0101011100

126	17	1000110101

95	22	1110000100

164	39	1111011010

181	39	1011001011

192	27	1100110011

119	25	1011110100

115	23	1010011001

138	23	0110100101

159	40	0011011111

146	33	1110010110

94	19	1000001010

163	36	1111010101

176	35	1011111101

166	28	1110110010

145	38	1011001110

83	19	0011111000

166	26	0100100111

196	34	1010110111

131	26	0011110101

154	36	1110001110

218	45	0111111111

182	36	1100011111

135	28	1110010010

124	26	1011010001

70	10	0100100100

127	22	0101100010

87	16	0100011001

90	11	0000111001

220	49	1111001111

117	31	0101001110

38	9	0100001000

117	16	0100100101

91	26	0010001110

86	18	1110010000

241	45	1111100111

92	23	0011101100

131	24	1101010001

194	36	1111110101

40	16	0001001100

189	38	1101000111

163	34	1001010111

196	34	1010110111

117	24	1011100100

98	22	0110000010

147	31	0100011111

174	28	1110111001

154	31	1000011111

142	28	0110110110

106	19	1011100000

65	17	1001000100

135	26	0100000111

72	22	0110011100

144	27	1000010111

129	29	1011111100

194	36	1111110101

99	17	1010111000

136	24	1000101110

115	18	1101110000

127	22	0101100010

41	11	0100010100

93	22	1101000100

173	43	1111001110

195	35	0111100011

84	19	1100001100

68	21	0101001100

178	29	0110110011

149	28	1010110110

185	33	0101100111

96	22	1110011000

76	16	1100010100

114	21	1100010010

89	11	0000100101

140	39	0111011110

116	15	0100101001

130	28	0011101010

21	7	0010000000

153	25	1011100001

164	30	1011100101

177	33	1110110110

157	30	1011110010

99	28	0011001010

148	25	0000101111

114	23	0010110110

165	34	1010010111

197	36	0111110011

194	36	1111110101

135	34	1011000110

114	23	0010110110

202	39	1111101101

188	39	0011101111

176	28	0110100011

79	22	1010011100

131	25	1100001101

175	27	1000110111

108	22	1001111100

107	27	0101000110

168	35	1011110110

80	14	0100101100

68	13	0010000001

117	16	1000110010

137	27	0100010111

211	33	1110100011

86	20	1100011100

175	27	1000110111

134	20	1000101101

98	29	1011011100

105	23	1001010010

143	28	0101000011

77	21	1010001100

208	41	0111110111

88	16	0101101000

152	31	1111010001

207	40	0111111011

173	37	1010001111

151	20	1100101001

150	28	0110111101

41	4	0000101000

124	22	1101100100

146	27	0101101101

107	23	1010010010

88	10	0000101001

222	50	1111011111

60	18	0101010100

230	40	1111100011

49	7	0000010001

80	13	0101110000

211	35	1100101111

124	25	1100011010

126	20	1000100110

129	28	0010011011

93	16	1000000101

97	13	0001100001

146	27	0101101101

213	40	1011100111

242	45	1111111011

115	29	1111011000

109	18	0001111001

114	21	1100010010

111	24	0111111000

135	34	1011000110

134	26	1101101100

110	24	0111100100

77	22	1001011100

199	38	0110111111

129	21	0100111101

178	31	0100111111

132	29	0011111010

134	25	0100001011

185	37	1101111110

82	15	0100111100

201	31	1100100111

218	45	0111111111

223	38	1110111011

50	7	0001100000

113	22	1010001001

117	29	0111000010

143	34	1011001101

190	40	0011111111

0	0	0000000000

49	13	0101010000

39	10	0100000100

101	29	0011011010

137	20	0000101011

70	17	0010000010

60	11	0001101000

141	33	0011101110

51	15	0100011100

119	24	0010010011

117	24	0001010011

211	34	1101110011

157	34	1111111100

109	28	0101010110

154	25	1100100110

150	30	1111000001

251	49	1111101111

84	12	1000010001

69	18	1010010100

119	32	0101011110

64	12	0010111000

110	33	0011001110

54	8	0010110000

110	19	0001110101

103	18	1010000001

241	45	1111100111

147	30	1111110100

71	14	0011100000

144	33	1101010110

152	30	1000001111

150	31	0110101110

93	27	0010011110

159	32	1010111110

70	19	0000001110

107	23	0110000101

202	37	1001101111

56	14	1000001100

180	34	1101010011

116	30	1111010100

94	21	1110001000

103	20	0000111110

206	38	1010111111

192	38	1110011011

103	22	0110111100

138	23	1010110010

139	27	0101111010

30	12	0001000100

89	21	0011010001

108	12	0100110001

182	40	1011000111

175	27	1000110111

49	13	0101010000

242	45	1111111011

213	40	1011100111

146	33	1110010110

96	20	1000011010

185	35	1111110010

126	17	1000110101

37	6	1000010000

101	21	0110101100

69	18	1010010100

114	21	1100010010

232	42	1110101111

117	16	1000110010

172	28	1101111001

178	33	1101000011

147	39	1011011110

172	25	1000101011

134	22	1001100010

21	7	0010000000

150	31	0110101110

97	16	1010101000

210	45	1111000111

122	21	1100011001

134	26	1101101100

110	27	0110011010

72	11	0100110100

152	34	1111000010

93	18	0110110100

158	33	0111101010

161	35	0111110110

176	30	0100101111

99	17	1010111000

84	12	1000010001

109	22	0000010111

66	5	1000100000

101	18	0001110010

58	17	0101000100

60	11	0001101000

220	38	1101100111

126	34	1111011100

112	17	1100010001

168	27	0100110111

115	17	1110100000

87	12	1010100000

193	32	1010101011

148	26	0111110001

97	21	1000010110

145	30	0100001111

101	19	0000101110

88	17	0100010101

129	28	0010011011

148	28	0101111101

119	20	0100100110

94	19	1000001010

212	39	1011101011

159	28	0010100111

125	19	1000101010

91	12	0000110101

164	26	1100111101

129	29	1011111100

191	39	1101010111

87	12	1010100000

172	28	1101111001

126	34	1111011100

147	31	0100011111

105	26	1110001100

144	27	1000010111

148	27	0110101101

166	34	1011100110

110	30	0011011101

70	10	0100100100

77	22	1001011100

204	38	1001111111

232	43	1101111111

157	22	0100110011

153	27	1001101101

202	39	1111101101

96	16	0000000011

148	25	0000101111

126	17	1000110101

150	30	1111000001

201	43	1101011111

215	41	1011110111

117	28	0101011101

80	10	0000100010

91	15	0000100110

118	19	0100101010

193	33	1001111011

99	19	0111100000

84	19	1100001100

78	10	1000111000

164	30	1011100101

106	22	0110001001

136	34	1011011010

179	35	0011111011

173	43	1111001110

115	15	1000100010

128	21	1000110110

154	33	0101000111

136	23	1001110010

70	16	0000011101

158	27	0010101011

90	11	0000111001

176	38	1011101110

120	20	1100001001

195	35	0111100011

127	16	0000100011

173	29	1101110101

82	11	0000110010

128	28	0010000111

152	30	1000001111

69	9	0100101000

97	17	1001111000

105	19	1010010001

127	16	0000100011

138	31	0011010011

37	6	1000010000

72	22	0110011100

120	21	0011110001

168	35	1011110110

89	20	0100011010

165	40	1111010110

171	37	1001001111

71	10	0100111000

137	35	1011010110

120	22	0010101101

104	22	0101001001

91	12	0000110101

129	22	0110100010

143	23	1001100101

127	20	1000111010

118	20	0011100001

109	28	0101010110

201	31	1100100111

150	32	1101001101

161	27	1100010011

98	18	1001110100

156	33	0110000111

140	27	0110100110

123	15	1000101001

111	18	0010111001

141	25	1000001011

75	15	1100011000

105	23	0101000101

69	9	0100101000

53	20	0011010100

87	19	0100001010

75	15	1100011000

85	12	1001100000

120	24	0011100010

159	40	0011011111

146	33	1110010110

163	39	1111000110

197	37	0110101111

192	38	1110011011

46	10	1000000100

136	30	0011000011

109	24	0110010101

48	11	1000010100

89	20	0100011010

162	27	1101100010

88	17	0100010101

128	24	0011101001

126	22	0100010011

23	8	0010010000

138	32	0010001111

56	14	1000001100

112	23	0001110110

51	15	0100011100

99	28	0011001010

150	26	0000111111

166	37	0110001111

204	37	1010101111

35	5	1000000000

137	20	0000101011

132	29	1011001001

148	29	0111100010

225	45	1011111111

163	33	1010000111

62	16	0000010110

125	29	0111001001

94	22	1101011000

113	17	1101100000

213	36	1100111111

45	9	1000001000

135	26	0100000111

117	16	0100100101

136	23	0101100101

79	18	0010000101

153	32	0101001011

150	26	0000111111

165	34	1010010111

107	23	0110000101

115	17	1110100000

117	25	0000001111

155	33	0101011011

103	26	1101001100

91	26	0010001110

89	21	0011010001

199	40	1111000011

183	34	1111100010

52	9	0000101100

179	35	0011111011

126	23	1101110100

178	35	0011100111

78	23	0111001000

97	13	0001100001

185	33	0101100111

165	40	1111010110

234	43	1110111111

105	23	1001010010

66	17	1001011000

66	5	1000100000

113	22	0010111010

93	27	0010011110

173	26	1000100111

199	42	1101001111

129	28	0010011011

120	24	0011100010

13	6	0000010100

70	10	0100100100

92	15	1000001001

141	28	1101011001

164	39	1111011010

222	38	1110100111

68	15	0000001101

129	34	0111011010

101	16	0000111101

134	20	1000101101

71	14	0011100000

58	13	1010010000

38	9	0100001000

113	28	1111001000

95	20	1000000110

126	28	0001000111

102	30	0011010110

42	17	0001011100

110	22	1010111100

119	31	0110001110

138	35	0111011101

32	13	0001010100

201	31	1100100111

164	24	1110110001

87	22	0001001101

135	30	1100011110

152	32	0110111110

232	43	1101111111

157	34	1111111100

122	29	0111111100

93	27	0010011110

216	44	0111101111

124	29	1011000010

187	34	0101110111

106	19	1011100000

251	49	1111101111

81	25	0111010100

161	29	0010110111

107	16	1100110100

136	27	1101111100

68	19	0111000000

117	16	1000110010

167	26	0100111011

138	23	1010110010

144	22	1010101001

94	18	0101000001

32	13	0001010100

214	40	1011111011

213	34	1110110011

76	9	1000101000

113	17	1101100000

94	24	0011111100

177	34	0011101011

96	18	0110000001

91	15	0000100110

155	21	0100100011

146	23	1010111001

62	12	0001111000

155	33	1111101100

154	29	1010010011

164	39	1111011010

127	18	0110100001

105	21	1000011101

51	19	0011000100

91	27	0001011110

190	37	1110001011

115	23	0001000011

128	34	0111000110

195	37	0101101111

218	45	0111111111

101	16	0000111101

148	26	0111110001

113	26	1001001010

147	24	1010110101

213	36	1100111111

84	12	1000010001

109	23	0111101000

164	22	1000110011

163	33	1010000111

81	18	0011101000

135	31	1011010101

61	15	0000011010

124	21	0100000011

136	34	1011011010

79	22	0001000110

79	22	1010011100

89	23	0001011101

98	19	0110010001

144	33	1101010110

144	29	1110010101

100	25	0100011110

80	22	0001011010

166	34	1011100110

161	27	1100010011

189	34	0110110111

147	39	1011011110

59	17	0101011000

126	17	1000110101

70	16	0000011101

130	35	0111010110

161	35	1111000101

107	16	1100110100

174	31	1110101010

150	32	0101111110

134	20	1000101101

87	19	0100001010

141	27	1110001001

152	33	1101011101

110	16	1100000001

134	26	1101101100

109	18	0001111001

31	11	0010001000

133	26	1100011101

53	20	0011010100

29	11	0001001000

185	36	1110101110

157	31	1010101110

58	15	1000011100

49	12	0110000000

127	20	1000111010

117	23	0010000011

157	32	1001111110

144	23	1001111001

110	16	0100110010

108	26	0110001010

110	30	0011011101

106	21	1001101100

143	34	0011111110

144	28	1111101000

211	33	1110100011

82	11	1000000001

58	11	0000000101

81	22	0010000110

117	16	1000110010

178	31	0100111111

33	12	0010011000

232	43	1101111111

125	16	1000111001

147	39	1011011110

138	32	0010001111

99	25	0011011001

117	28	0101011101

200	30	1100101011

138	25	1000111110

50	7	0001100000

60	12	0000010101

133	26	1100011101

156	26	1100110110

142	28	0110110110

126	30	1011010010

194	36	1111110101

32	13	0001010100

125	22	1101111000

106	26	0101001010

98	17	1010100100

44	17	0010011100

154	37	1101011110

131	25	1100001101

193	39	1110010111

49	13	0101010000

106	21	1001101100

185	36	1110101110

118	20	0011100001

32	13	0001010100

71	16	0001101100

138	23	1010110010

185	36	1110101110

117	31	0101001110

157	28	1010111101

185	33	0101100111

185	33	0101100111

121	21	0100110110

145	29	1111100100

96	11	1100110000

134	20	1000101101

58	15	1000011100

125	22	1101111000

124	28	1001011101

86	24	1011000100

156	34	0101010111

130	28	0011101010

130	28	0011101010

192	38	1110011011

88	16	0101101000

94	19	1000001010

112	25	0111110100

94	10	1100100000

10	4	0000001000

164	28	1101110010

157	34	1111111100

199	42	1101001111

154	31	1000011111

173	28	1110100101

109	28	0101010110

82	15	0100111100

173	28	1110100101

23	8	0010010000

152	34	1111000010

215	41	1011110111

133	28	1101010010

225	45	1011111111

215	41	1011110111

136	34	0111001101

140	22	0000110111

114	23	1010000101

165	34	1010010111

151	20	1100101001

169	32	0010101111

162	38	1111001010

128	31	0111010101

87	19	0100001010

125	26	1100010110

117	18	1110110000

84	20	0011110100

114	23	1010000101

129	29	1011111100

65	13	0010110100

212	39	1011101011

59	16	0110001000

51	11	0000010010

182	40	1011000111

159	32	1010111110

148	25	0000101111

154	33	0101000111

59	17	0101011000

123	22	1100010101

177	41	0111010111

106	22	0110001001

152	30	1000001111

174	28	1110111001

115	23	1010011001

169	32	0010101111

174	31	1110101010

65	17	1001000100

144	26	1001101010

109	18	0001111001

172	32	1100010111

79	22	0001000110

99	17	0001100010

220	38	1101100111

159	34	0111100110

185	29	1010110011

163	29	1011101001

80	12	0110100000

70	19	0000001110

154	31	1000011111

213	36	1100111111

63	24	0011011100

